      1000.00      7.94421
      1019.85      7.59781
      1040.10      7.27403
      1060.75      6.97145
      1081.81      6.68871
      1103.28      6.42455
      1125.19      6.17778
      1147.53      5.94731
      1170.31      5.73211
      1193.54      5.53122
      1217.24      5.34375
      1241.40      5.16887
      1266.05      5.00581
      1291.18      4.85387
      1316.82      4.71239
      1342.96      4.58078
      1369.62      4.45850
      1396.81      4.34507
      1424.54      4.24006
      1452.82      4.14313
      1481.67      4.05396
      1511.08      3.97234
      1541.08      3.89814
      1571.68      3.83131
      1602.88      3.77192
      1634.70      3.72020
      1667.16      3.67655
      1700.25      3.64155
      1734.01      3.61454
      1768.43      3.59610
      1803.54      3.58819
      1839.35      3.59330
      1875.86      3.61449
      1913.10      3.65526
      1951.09      3.71893
      1989.82      3.80714
      2029.32      3.91664
      2069.61      4.03432
      2110.70      4.13307
      2152.60      4.17544
      2195.34      4.13146
      2238.92      3.99958
      2283.37      3.80789
      2328.70      3.59403
      2374.93      3.38638
      2422.08      3.19915
      2470.17      3.03622
      2519.21      2.89621
      2569.22      2.77581
      2620.23      2.67149
      2672.25      2.58009
      2725.30      2.49643
      2779.41      2.41715
      2834.58      2.34391
      2890.86      2.27609
      2948.25      2.21313
      3006.78      2.15452
      3066.48      2.09980
      3127.35      2.04854
      3189.44      2.00033
      3252.76      1.95481
      3317.34      1.91167
      3383.20      1.87059
      3450.36      1.83130
      3518.86      1.79356
      3588.72      1.75714
      3659.97      1.72184
      3732.63      1.68747
      3806.73      1.65386
      3882.31      1.62087
      3959.38      1.58836
      4037.99      1.55622
      4118.16      1.52434
      4199.91      1.49253
      4283.29      1.46040
      4368.33      1.42754
      4455.05      1.39361
      4543.50      1.35830
      4633.70      1.32134
      4725.69      1.28255
      4819.51      1.24218
      4915.19      1.20085
      5012.77      1.15908
      5112.29      1.11735
      5213.78      1.07609
      5317.29      1.03569
      5422.86     0.996474
      5530.52     0.958739
      5640.31     0.922606
      5752.29     0.888073
      5866.49     0.855133
      5982.96     0.823770
      6101.73     0.793961
      6222.87     0.765628
      6346.41     0.738682
      6472.41     0.713036
      6600.90     0.688611
      6731.95     0.665332
      6865.60     0.643129
      7001.90     0.621937
      7140.91     0.601695
      7282.68     0.582344
      7427.26     0.563831
      7574.72     0.546106
      7725.09     0.529122
      7878.46     0.512833
      8034.87     0.497201
      8194.39     0.482184
      8357.07     0.467748
      8522.98     0.453859
      8692.18     0.440485
      8864.75     0.427595
      9040.74     0.415164
      9220.23     0.403164
      9403.28     0.391572
      9589.96     0.380365
      9780.35     0.369522
      9974.52     0.359023
      10172.5     0.348849
      10374.5     0.338983
      10580.5     0.329409
      10790.5     0.320112
      11004.7     0.311078
      11223.2     0.302292
      11446.0     0.293743
      11673.3     0.285420
      11905.0     0.277312
      12141.4     0.269407
      12382.4     0.261698
      12628.2     0.254182
      12878.9     0.246855
      13134.6     0.239718
      13395.4     0.232768
      13661.3     0.226003
      13932.5     0.219421
      14209.1     0.213019
      14491.2     0.206796
      14778.9     0.200747
      15072.3     0.194871
      15371.5     0.189163
      15676.7     0.183622
      15987.9     0.178243
      16305.4     0.173024
      16629.1     0.167961
      16959.2     0.163051
      17295.9     0.158291
      17639.3     0.153676
      17989.4     0.149205
      18346.6     0.144872
      18710.8     0.140676
      19082.3     0.136612
      19461.1     0.132678
      19847.5     0.128869
      20241.5     0.125183
      20643.4     0.121617
      21053.2     0.118166
      21471.2     0.114829
      21897.4     0.111601
      22332.2     0.108480
      22775.5     0.105463
      23227.7     0.102547
      23688.8    0.0997283
      24159.1    0.0970047
      24638.8    0.0943733
      25127.9    0.0918315
      25626.7    0.0893764
      26135.5    0.0870052
      26654.4    0.0847156
      27183.5    0.0825048
      27723.2    0.0803691
      28273.6    0.0783053
      28834.9    0.0763102
      29407.4    0.0743810
      29991.2    0.0725147
      30586.6    0.0707087
      31193.9    0.0689605
      31813.1    0.0672676
      32444.7    0.0656278
      33088.8    0.0640387
      33745.8    0.0624984
      34415.7    0.0610050
      35098.9    0.0595565
      35795.8    0.0581510
      36506.4    0.0567870
      37231.2    0.0554630
      37970.3    0.0541771
      38724.1    0.0529281
      39492.9    0.0517146
      40277.0    0.0505352
      41076.6    0.0493886
      41892.1    0.0482737
      42723.8    0.0471893
      43571.9    0.0461343
      44437.0    0.0451076
      45319.2    0.0441083
      46218.9    0.0431353
      47136.5    0.0421879
      48072.3    0.0412650
      49026.6    0.0403660
      50000.0    0.0394899
