      1000.00      4.95826
      1019.85      4.73448
      1040.10      4.52685
      1060.75      4.33431
      1081.81      4.15586
      1103.28      3.99059
      1125.19      3.83763
      1147.53      3.69617
      1170.31      3.56547
      1193.54      3.44482
      1217.24      3.33358
      1241.40      3.23113
      1266.05      3.13692
      1291.18      3.05044
      1316.82      2.97121
      1342.96      2.89880
      1369.62      2.83283
      1396.81      2.77293
      1424.54      2.71882
      1452.82      2.67023
      1481.67      2.62695
      1511.08      2.58883
      1541.08      2.55577
      1571.68      2.52775
      1602.88      2.50483
      1634.70      2.48719
      1667.16      2.47514
      1700.25      2.46910
      1734.01      2.46861
      1768.43      2.47410
      1803.54      2.48702
      1839.35      2.50924
      1875.86      2.54303
      1913.10      2.59100
      1951.09      2.65561
      1989.82      2.73809
      2029.32      2.83603
      2069.61      2.93973
      2110.70      3.02905
      2152.60      3.07623
      2195.34      3.05904
      2238.92      2.97633
      2283.37      2.84895
      2328.70      2.70483
      2374.93      2.56504
      2422.08      2.44012
      2470.17      2.33296
      2519.21      2.24254
      2569.22      2.16641
      2620.23      2.10194
      2672.25      2.04681
      2725.30      1.99695
      2779.41      1.94947
      2834.58      1.90573
      2890.86      1.86530
      2948.25      1.82779
      3006.78      1.79285
      3066.48      1.76015
      3127.35      1.72939
      3189.44      1.70031
      3252.76      1.67266
      3317.34      1.64621
      3383.20      1.62077
      3450.36      1.59615
      3518.86      1.57219
      3588.72      1.54874
      3659.97      1.52567
      3732.63      1.50286
      3806.73      1.48021
      3882.31      1.45762
      3959.38      1.43502
      4037.99      1.41233
      4118.16      1.38948
      4199.91      1.36638
      4283.29      1.34278
      4368.33      1.31843
      4455.05      1.29314
      4543.50      1.26670
      4633.70      1.23898
      4725.69      1.20985
      4819.51      1.17958
      4915.19      1.14863
      5012.77      1.11746
      5112.29      1.08643
      5213.78      1.05591
      5317.29      1.02620
      5422.86     0.997567
      5530.52     0.970241
      5640.31     0.944145
      5752.29     0.918987
      5866.49     0.894497
      5982.96     0.870432
      6101.73     0.846604
      6222.87     0.822994
      6346.41     0.799644
      6472.41     0.776590
      6600.90     0.753864
      6731.95     0.731495
      6865.60     0.709507
      7001.90     0.687921
      7140.91     0.666757
      7282.68     0.646028
      7427.26     0.625750
      7574.72     0.605930
      7725.09     0.586580
      7878.46     0.567704
      8034.87     0.549309
      8194.39     0.531394
      8357.07     0.513965
      8522.98     0.497019
      8692.18     0.480557
      8864.75     0.464575
      9040.74     0.449072
      9220.23     0.434041
      9403.28     0.419480
      9589.96     0.405382
      9780.35     0.391742
      9974.52     0.378552
      10172.5     0.365806
      10374.5     0.353495
      10580.5     0.341611
      10790.5     0.330148
      11004.7     0.319096
      11223.2     0.308445
      11446.0     0.298187
      11673.3     0.288314
      11905.0     0.278816
      12141.4     0.269684
      12382.4     0.260907
      12628.2     0.252474
      12878.9     0.244368
      13134.6     0.236574
      13395.4     0.229081
      13661.3     0.221874
      13932.5     0.214941
      14209.1     0.208271
      14491.2     0.201852
      14778.9     0.195674
      15072.3     0.189726
      15371.5     0.183998
      15676.7     0.178482
      15987.9     0.173168
      16305.4     0.168049
      16629.1     0.163115
      16959.2     0.158359
      17295.9     0.153774
      17639.3     0.149353
      17989.4     0.145090
      18346.6     0.140977
      18710.8     0.137009
      19082.3     0.133179
      19461.1     0.129483
      19847.5     0.125915
      20241.5     0.122469
      20643.4     0.119142
      21053.2     0.115928
      21471.2     0.112822
      21897.4     0.109822
      22332.2     0.106922
      22775.5     0.104118
      23227.7     0.101408
      23688.8    0.0987867
      24159.1    0.0962515
      24638.8    0.0937989
      25127.9    0.0914260
      25626.7    0.0891297
      26135.5    0.0869070
      26654.4    0.0847552
      27183.5    0.0826718
      27723.2    0.0806538
      28273.6    0.0786983
      28834.9    0.0768030
      29407.4    0.0749655
      29991.2    0.0731833
      30586.6    0.0714542
      31193.9    0.0697763
      31813.1    0.0681475
      32444.7    0.0665660
      33088.8    0.0650297
      33745.8    0.0635371
      34415.7    0.0620866
      35098.9    0.0606766
      35795.8    0.0593055
      36506.4    0.0579720
      37231.2    0.0566748
      37970.3    0.0554124
      38724.1    0.0541837
      39492.9    0.0529875
      40277.0    0.0518228
      41076.6    0.0506882
      41892.1    0.0495831
      42723.8    0.0485062
      43571.9    0.0474566
      44437.0    0.0464336
      45319.2    0.0454362
      46218.9    0.0444634
      47136.5    0.0435147
      48072.3    0.0425892
      49026.6    0.0416863
      50000.0    0.0408051
